S0,K,r,m,T,H,sigma,trading_days,price_mc,price,price_adj,best_beta
100,100,0.1,50,2.9,92,0.25,250,18.952,14.807,18.904,0.59
100,100,0.1,50,2.9,92,0.3,250,18.433,13.533,18.378,0.59
100,100,0.1,50,2.9,92,0.35,250,18.233,12.614,18.144,0.591
100,100,0.1,50,2.9,92,0.4,250,18.259,11.925,18.102,0.599
100,100,0.1,50,2.9,92,0.45,250,18.42,11.392,18.192,0.601
100,100,0.1,50,2.9,92,0.5,250,18.692,10.969,18.375,0.61
100,100,0.1,50,2.9,92,0.55,250,19.054,10.627,18.627,0.611
100,100,0.1,50,2.9,92,0.6,250,19.472,10.344,18.929,0.611
100,100,0.1,50,3.0,92,0.2,250,20.287,16.911,20.272,0.5889
100,100,0.1,50,3.0,92,0.25,250,19.28,14.998,19.233,0.59
100,100,0.1,50,3.0,92,0.3,250,18.726,13.676,18.669,0.59
100,100,0.1,50,3.0,92,0.35,250,18.51,12.725,18.41,0.591
100,100,0.1,50,3.0,92,0.4,250,18.532,12.013,18.353,0.601
100,100,0.1,50,3.0,92,0.45,250,18.68,11.464,18.433,0.6089
100,100,0.1,50,3.0,92,0.5,250,18.952,11.029,18.611,0.611
100,100,0.1,50,3.0,92,0.55,250,19.309,10.677,18.86,0.611
100,100,0.1,50,3.0,92,0.6,250,19.748,10.387,19.161,0.611
100,100,0.1,50,3.1,92,0.2,250,20.676,17.173,20.658,0.5889
100,100,0.1,50,3.1,92,0.25,250,19.605,15.185,19.557,0.5899
100,100,0.1,50,3.1,92,0.3,250,19.013,13.816,18.955,0.59
100,100,0.1,50,3.1,92,0.35,250,18.781,12.833,18.673,0.591
100,100,0.1,50,3.1,92,0.4,250,18.789,12.099,18.6,0.601
100,100,0.1,50,3.1,92,0.45,250,18.934,11.534,18.671,0.6089
100,100,0.1,50,3.1,92,0.5,250,19.213,11.087,18.843,0.611
100,100,0.1,50,3.1,92,0.55,250,19.559,10.726,19.088,0.611
100,100,0.1,50,3.1,92,0.6,250,20.006,10.428,19.388,0.611
100,100,0.1,50,3.2,92,0.2,250,21.058,17.431,21.039,0.5889
100,100,0.1,50,3.2,92,0.25,250,19.924,15.368,19.876,0.5899
100,100,0.1,50,3.2,92,0.3,250,19.301,13.952,19.237,0.5909
100,100,0.1,50,3.2,92,0.35,250,19.055,12.938,18.931,0.5989
100,100,0.1,50,3.2,92,0.4,250,19.038,12.183,18.843,0.601
100,100,0.1,50,3.2,92,0.45,250,19.182,11.602,18.904,0.6089
100,100,0.1,50,3.2,92,0.5,250,19.458,11.143,19.07,0.611
100,100,0.1,50,3.2,92,0.55,250,19.807,10.772,19.312,0.611
100,100,0.1,50,3.2,92,0.6,250,20.244,10.467,19.611,0.611
100,100,0.1,50,3.3,92,0.2,250,21.438,17.684,21.415,0.5889
100,100,0.1,50,3.3,92,0.25,250,20.242,15.547,20.192,0.5899
100,100,0.1,50,3.3,92,0.3,250,19.583,14.086,19.515,0.5909
100,100,0.1,50,3.3,92,0.35,250,19.32,13.041,19.185,0.5989
100,100,0.1,50,3.3,92,0.4,250,19.288,12.265,19.082,0.601
100,100,0.1,50,3.3,92,0.45,250,19.43,11.668,19.133,0.6089
100,100,0.1,50,3.3,92,0.5,250,19.699,11.198,19.293,0.611
100,100,0.1,50,3.3,92,0.55,250,20.048,10.818,19.532,0.611
100,100,0.1,50,3.3,92,0.6,250,20.491,10.506,19.83,0.611
100,100,0.1,50,3.4,92,0.2,250,21.809,17.933,21.787,0.5889
100,100,0.1,50,3.4,92,0.25,250,20.556,15.723,20.503,0.59
100,100,0.1,50,3.4,92,0.3,250,19.869,14.216,19.789,0.591
100,100,0.1,50,3.4,92,0.35,250,19.585,13.142,19.435,0.5989
100,100,0.1,50,3.4,92,0.4,250,19.536,12.344,19.317,0.601
100,100,0.1,50,3.4,92,0.45,250,19.67,11.732,19.359,0.609
100,100,0.1,50,3.4,92,0.5,250,19.939,11.25,19.513,0.611
100,100,0.1,50,3.4,92,0.55,250,20.298,10.862,19.749,0.611
100,100,0.1,50,3.4,92,0.6,250,20.733,10.543,20.045,0.611
100,100,0.1,50,3.5,92,0.2,250,22.177,18.178,22.155,0.5889
100,100,0.1,50,3.5,92,0.25,250,20.869,15.895,20.81,0.5909
100,100,0.1,50,3.5,92,0.3,250,20.148,14.344,20.059,0.591
100,100,0.1,50,3.5,92,0.35,250,19.837,13.24,19.682,0.5989
100,100,0.1,50,3.5,92,0.4,250,19.784,12.421,19.549,0.601
100,100,0.1,50,3.5,92,0.45,250,19.907,11.795,19.581,0.61
100,100,0.1,50,3.5,92,0.5,250,20.177,11.301,19.729,0.611
100,100,0.1,50,3.5,92,0.55,250,20.532,10.904,19.962,0.611
100,100,0.1,50,3.5,92,0.6,250,20.983,10.579,20.256,0.611
100,100,0.1,50,3.6,92,0.2,250,22.542,18.419,22.518,0.5889
100,100,0.1,50,3.6,92,0.25,250,21.179,16.065,21.113,0.591
100,100,0.1,50,3.6,92,0.3,250,20.425,14.469,20.325,0.591
100,100,0.1,50,3.6,92,0.35,250,20.089,13.335,19.925,0.599
100,100,0.1,50,3.6,92,0.4,250,20.028,12.497,19.777,0.6089
100,100,0.1,50,3.6,92,0.45,250,20.148,11.856,19.799,0.611
100,100,0.1,50,3.6,92,0.5,250,20.401,11.351,19.942,0.611
100,100,0.1,50,3.6,92,0.55,250,20.774,10.946,20.171,0.611
100,100,0.1,50,3.6,92,0.6,250,21.218,10.613,20.464,0.611
100,100,0.1,50,3.7,92,0.2,250,22.906,18.656,22.877,0.5889
100,100,0.1,50,3.7,92,0.25,250,21.478,16.231,21.413,0.591
100,100,0.1,50,3.7,92,0.3,250,20.697,14.591,20.588,0.591
100,100,0.1,50,3.7,92,0.35,250,20.335,13.429,20.165,0.599
100,100,0.1,50,3.7,92,0.4,250,20.262,12.57,20.002,0.6089
100,100,0.1,50,3.7,92,0.45,250,20.379,11.915,20.015,0.611
100,100,0.1,50,3.7,92,0.5,250,20.629,11.4,20.151,0.611
100,100,0.1,50,3.7,92,0.55,250,21.004,10.986,20.377,0.611
100,100,0.1,50,3.7,92,0.6,250,21.448,10.647,20.668,0.611
100,100,0.1,50,3.8,92,0.2,250,23.266,18.89,23.232,0.5889
100,100,0.1,50,3.8,92,0.25,250,21.778,16.394,21.709,0.591
100,100,0.1,50,3.8,92,0.3,250,20.962,14.711,20.848,0.591
100,100,0.1,50,3.8,92,0.35,250,20.579,13.52,20.401,0.5999
100,100,0.1,50,3.8,92,0.4,250,20.498,12.642,20.223,0.6089
100,100,0.1,50,3.8,92,0.45,250,20.601,11.972,20.227,0.611
100,100,0.1,50,3.8,92,0.5,250,20.857,11.447,20.357,0.611
100,100,0.1,50,3.8,92,0.55,250,21.237,11.025,20.579,0.611
100,100,0.1,50,3.8,92,0.6,250,21.687,10.679,20.869,0.611
100,100,0.1,50,3.9,92,0.2,250,23.62,19.119,23.584,0.5889
100,100,0.1,50,3.9,92,0.25,250,22.073,16.554,22.001,0.591
100,100,0.1,50,3.9,92,0.3,250,21.227,14.828,21.104,0.5989
100,100,0.1,50,3.9,92,0.35,250,20.82,13.61,20.634,0.6
100,100,0.1,50,3.9,92,0.4,250,20.732,12.712,20.442,0.6089
100,100,0.1,50,3.9,92,0.45,250,20.835,12.028,20.436,0.611
100,100,0.1,50,3.9,92,0.5,250,21.077,11.492,20.56,0.611
100,100,0.1,50,3.9,92,0.55,250,21.457,11.062,20.779,0.611
100,100,0.1,50,3.9,92,0.6,250,21.918,10.711,21.067,0.611
100,100,0.1,50,4.0,92,0.2,250,23.965,19.346,23.932,0.5889
100,100,0.1,50,4.0,92,0.25,250,22.364,16.712,22.29,0.591
100,100,0.1,50,4.0,92,0.3,250,21.488,14.944,21.357,0.5989
100,100,0.1,50,4.0,92,0.35,250,21.066,13.697,20.865,0.601
100,100,0.1,50,4.0,92,0.4,250,20.955,12.781,20.657,0.6089
100,100,0.1,50,4.0,92,0.45,250,21.059,12.083,20.642,0.611
100,100,0.1,50,4.0,92,0.5,250,21.297,11.537,20.76,0.611
100,100,0.1,50,4.0,92,0.55,250,21.666,11.099,20.976,0.611
100,100,0.1,50,4.0,92,0.6,250,22.144,10.741,21.262,0.611
100,100,0.1,50,4.1,92,0.2,250,24.307,19.569,24.276,0.5889
100,100,0.1,50,4.1,92,0.25,250,22.652,16.867,22.576,0.591
100,100,0.1,50,4.1,92,0.3,250,21.742,15.057,21.607,0.5989
100,100,0.1,50,4.1,92,0.35,250,21.303,13.783,21.092,0.601
100,100,0.1,50,4.1,92,0.4,250,21.19,12.848,20.87,0.6089
100,100,0.1,50,4.1,92,0.45,250,21.283,12.137,20.845,0.611
100,100,0.1,50,4.1,92,0.5,250,21.515,11.58,20.958,0.611
100,100,0.1,50,4.1,92,0.55,250,21.893,11.135,21.169,0.611
100,100,0.1,50,4.1,92,0.6,250,22.364,10.771,21.454,0.611
100,100,0.1,50,4.2,92,0.2,250,24.649,19.788,24.616,0.5889
100,100,0.1,50,4.2,92,0.25,250,22.934,17.019,22.859,0.591
100,100,0.1,50,4.2,92,0.3,250,21.996,15.167,21.854,0.5989
100,100,0.1,50,4.2,92,0.35,250,21.532,13.867,21.316,0.601
100,100,0.1,50,4.2,92,0.4,250,21.411,12.913,21.08,0.609
100,100,0.1,50,4.2,92,0.45,250,21.501,12.189,21.045,0.611
100,100,0.1,50,4.2,92,0.5,250,21.729,11.623,21.152,0.611
100,100,0.1,50,4.2,92,0.55,250,22.114,11.17,21.36,0.611
100,100,0.1,50,4.2,92,0.6,250,22.571,10.8,21.643,0.611
100,100,0.1,50,4.3,92,0.2,250,24.994,20.005,24.954,0.5889
100,100,0.1,50,4.3,92,0.25,250,23.217,17.168,23.139,0.591
100,100,0.1,50,4.3,92,0.3,250,22.249,15.276,22.098,0.5989
100,100,0.1,50,4.3,92,0.35,250,21.765,13.949,21.538,0.601
100,100,0.1,50,4.3,92,0.4,250,21.642,12.977,21.287,0.6109
100,100,0.1,50,4.3,92,0.45,250,21.714,12.24,21.243,0.611
100,100,0.1,50,4.3,92,0.5,250,21.947,11.664,21.344,0.611
100,100,0.1,50,4.3,92,0.55,250,22.323,11.203,21.548,0.611
100,100,0.1,50,4.3,92,0.6,250,22.776,10.828,21.83,0.611
100,100,0.1,50,4.4,92,0.2,250,25.329,20.218,25.287,0.5889
100,100,0.1,50,4.4,92,0.25,250,23.496,17.316,23.415,0.591
100,100,0.1,50,4.4,92,0.3,250,22.5,15.383,22.339,0.5989
100,100,0.1,50,4.4,92,0.35,250,21.999,14.03,21.757,0.601
100,100,0.1,50,4.4,92,0.4,250,21.855,13.04,21.491,0.611
100,100,0.1,50,4.4,92,0.45,250,21.928,12.289,21.438,0.611
100,100,0.1,50,4.4,92,0.5,250,22.155,11.704,21.533,0.611
100,100,0.1,50,4.4,92,0.55,250,22.542,11.236,21.734,0.611
100,100,0.1,50,4.4,92,0.6,250,22.984,10.855,22.013,0.611
100,100,0.1,50,4.5,92,0.2,250,25.659,20.429,25.618,0.5889
100,100,0.1,50,4.5,92,0.25,250,23.773,17.46,23.689,0.591
100,100,0.1,50,4.5,92,0.3,250,22.749,15.488,22.578,0.5989
100,100,0.1,50,4.5,92,0.35,250,22.232,14.109,21.973,0.601
100,100,0.1,50,4.5,92,0.4,250,22.062,13.101,21.693,0.6109
100,100,0.1,50,4.5,92,0.45,250,22.14,12.338,21.631,0.611
100,100,0.1,50,4.5,92,0.5,250,22.369,11.743,21.719,0.611
100,100,0.1,50,4.5,92,0.55,250,22.745,11.268,21.917,0.611
100,100,0.1,50,4.5,92,0.6,250,23.197,10.882,22.194,0.611
100,100,0.1,50,4.6,92,0.2,250,25.985,20.636,25.945,0.5889
100,100,0.1,50,4.6,92,0.25,250,24.053,17.603,23.959,0.591
100,100,0.1,50,4.6,92,0.3,250,22.993,15.591,22.814,0.599
100,100,0.1,50,4.6,92,0.35,250,22.462,14.186,22.187,0.6089
100,100,0.1,50,4.6,92,0.4,250,22.277,13.161,21.892,0.611
100,100,0.1,50,4.6,92,0.45,250,22.344,12.385,21.821,0.611
100,100,0.1,50,4.6,92,0.5,250,22.577,11.781,21.904,0.611
100,100,0.1,50,4.6,92,0.55,250,22.955,11.299,22.097,0.611
100,100,0.1,50,4.6,92,0.6,250,23.398,10.908,22.373,0.611
100,100,0.1,50,4.7,92,0.2,250,26.307,20.841,26.269,0.5889
100,100,0.1,50,4.7,92,0.25,250,24.323,17.743,24.227,0.591
100,100,0.1,50,4.7,92,0.3,250,23.238,15.692,23.047,0.5999
100,100,0.1,50,4.7,92,0.35,250,22.682,14.262,22.398,0.6089
100,100,0.1,50,4.7,92,0.4,250,22.495,13.22,22.089,0.611
100,100,0.1,50,4.7,92,0.45,250,22.551,12.432,22.008,0.611
100,100,0.1,50,4.7,92,0.5,250,22.786,11.819,22.085,0.611
100,100,0.1,50,4.7,92,0.55,250,23.166,11.33,22.276,0.611
100,100,0.1,50,4.7,92,0.6,250,23.599,10.933,22.549,0.611
100,100,0.1,50,4.8,92,0.2,250,26.633,21.043,26.59,0.5889
100,100,0.1,50,4.8,92,0.25,250,24.586,17.881,24.492,0.591
100,100,0.1,50,4.8,92,0.3,250,23.478,15.792,23.278,0.6
100,100,0.1,50,4.8,92,0.35,250,22.905,14.336,22.607,0.6089
100,100,0.1,50,4.8,92,0.4,250,22.703,13.277,22.284,0.611
100,100,0.1,50,4.8,92,0.45,250,22.758,12.477,22.194,0.611
100,100,0.1,50,4.8,92,0.5,250,22.988,11.855,22.265,0.611
100,100,0.1,50,4.8,92,0.55,250,23.373,11.36,22.451,0.611
100,100,0.1,50,4.8,92,0.6,250,23.805,10.957,22.723,0.611
100,100,0.1,50,4.9,92,0.2,250,26.958,21.242,26.908,0.5889
100,100,0.1,50,4.9,92,0.25,250,24.855,18.017,24.755,0.591
100,100,0.1,50,4.9,92,0.3,250,23.719,15.889,23.506,0.601
100,100,0.1,50,4.9,92,0.35,250,23.129,14.41,22.813,0.6089
100,100,0.1,50,4.9,92,0.4,250,22.912,13.333,22.476,0.611
100,100,0.1,50,4.9,92,0.45,250,22.962,12.521,22.377,0.611
100,100,0.1,50,4.9,92,0.5,250,23.185,11.891,22.442,0.611
100,100,0.1,50,4.9,92,0.55,250,23.573,11.388,22.625,0.611
100,100,0.1,50,4.9,92,0.6,250,23.981,10.981,22.895,0.611
100,100,0.1,50,5.0,92,0.2,250,27.273,21.438,27.223,0.5889
100,100,0.1,50,5.0,92,0.25,250,25.119,18.151,25.015,0.591
100,100,0.1,50,5.0,92,0.3,250,23.953,15.985,23.732,0.601
100,100,0.1,50,5.0,92,0.35,250,23.337,14.481,23.017,0.6089
100,100,0.1,50,5.0,92,0.4,250,23.109,13.389,22.666,0.611
100,100,0.1,50,5.0,92,0.45,250,23.15,12.565,22.558,0.611
100,100,0.1,50,5.0,92,0.5,250,23.378,11.925,22.617,0.611
100,100,0.1,50,5.0,92,0.55,250,23.777,11.417,22.796,0.611
100,100,0.1,50,5.0,92,0.6,250,24.161,11.004,23.064,0.611
100,100,0.1,50,0.2,93,0.2,250,4.459,4.384,4.46,0.5889
100,100,0.1,50,0.2,93,0.25,250,5.076,4.895,5.073,0.591
100,100,0.1,50,0.2,93,0.3,250,5.588,5.277,5.585,0.59
100,100,0.1,50,0.2,93,0.35,250,6.022,5.563,6.017,0.589
100,100,0.1,50,0.2,93,0.4,250,6.399,5.783,6.393,0.589
100,100,0.1,50,0.2,93,0.45,250,6.736,5.954,6.726,0.591
100,100,0.1,50,0.2,93,0.5,250,7.039,6.091,7.028,0.59
100,100,0.1,50,0.2,93,0.55,250,7.318,6.202,7.306,0.5899
100,100,0.1,50,0.2,93,0.6,250,7.578,6.293,7.566,0.5889
100,100,0.1,50,0.3,93,0.2,250,5.555,5.375,5.552,0.591
100,100,0.1,50,0.3,93,0.25,250,6.139,5.79,6.135,0.59
100,100,0.1,50,0.3,93,0.3,250,6.615,6.074,6.609,0.5899
100,100,0.1,50,0.3,93,0.35,250,7.018,6.273,7.01,0.589
100,100,0.1,50,0.3,93,0.4,250,7.373,6.418,7.362,0.5899
100,100,0.1,50,0.3,93,0.45,250,7.693,6.526,7.68,0.5899
100,100,0.1,50,0.3,93,0.5,250,7.989,6.609,7.974,0.5899
100,100,0.1,50,0.3,93,0.55,250,8.269,6.674,8.251,0.59
100,100,0.1,50,0.3,93,0.6,250,8.53,6.726,8.514,0.5889
100,100,0.1,50,0.4,93,0.2,250,6.467,6.17,6.463,0.591
100,100,0.1,50,0.4,93,0.25,250,6.995,6.476,6.993,0.5889
100,100,0.1,50,0.4,93,0.3,250,7.433,6.666,7.424,0.59
100,100,0.1,50,0.4,93,0.35,250,7.805,6.79,7.794,0.5899
100,100,0.1,50,0.4,93,0.4,250,8.142,6.873,8.126,0.591
100,100,0.1,50,0.4,93,0.45,250,8.446,6.931,8.432,0.5889
100,100,0.1,50,0.4,93,0.5,250,8.74,6.972,8.721,0.5899
100,100,0.1,50,0.4,93,0.55,250,9.019,7.003,8.998,0.589
100,100,0.1,50,0.4,93,0.6,250,9.283,7.025,9.266,0.5889
100,100,0.1,50,0.5,93,0.2,250,7.27,6.844,7.261,0.5989
100,100,0.1,50,0.5,93,0.25,250,7.739,7.041,7.732,0.5899
100,100,0.1,50,0.5,93,0.3,250,8.132,7.146,8.119,0.591
100,100,0.1,50,0.5,93,0.35,250,8.474,7.202,8.46,0.5899
100,100,0.1,50,0.5,93,0.4,250,8.791,7.233,8.774,0.59
100,100,0.1,50,0.5,93,0.45,250,9.092,7.248,9.07,0.59
100,100,0.1,50,0.5,93,0.5,250,9.377,7.255,9.355,0.589
100,100,0.1,50,0.5,93,0.55,250,9.652,7.256,9.634,0.5889
100,100,0.1,50,0.5,93,0.6,250,9.924,7.255,9.907,0.5889
100,100,0.1,50,0.6,93,0.2,250,7.989,7.439,7.983,0.5899
100,100,0.1,50,0.6,93,0.25,250,8.401,7.53,8.391,0.59
100,100,0.1,50,0.6,93,0.3,250,8.752,7.554,8.736,0.591
100,100,0.1,50,0.6,93,0.35,250,9.064,7.55,9.049,0.5889
100,100,0.1,50,0.6,93,0.4,250,9.364,7.533,9.346,0.589
100,100,0.1,50,0.6,93,0.45,250,9.656,7.511,9.634,0.589
100,100,0.1,50,0.6,93,0.5,250,9.936,7.488,9.917,0.5889
100,100,0.1,50,0.6,93,0.55,250,10.219,7.465,10.197,0.5889
100,100,0.1,50,0.6,93,0.6,250,10.507,7.442,10.475,0.589
100,100,0.1,50,0.7,93,0.2,250,8.652,7.976,8.65,0.5889
100,100,0.1,50,0.7,93,0.25,250,9.006,7.963,8.995,0.59
100,100,0.1,50,0.7,93,0.3,250,9.312,7.912,9.298,0.589
100,100,0.1,50,0.7,93,0.35,250,9.602,7.852,9.584,0.589
100,100,0.1,50,0.7,93,0.4,250,9.887,7.792,9.865,0.589
100,100,0.1,50,0.7,93,0.45,250,10.163,7.737,10.145,0.5889
100,100,0.1,50,0.7,93,0.5,250,10.449,7.687,10.426,0.5889
100,100,0.1,50,0.7,93,0.55,250,10.736,7.642,10.707,0.5889
100,100,0.1,50,0.7,93,0.6,250,11.035,7.601,10.99,0.591
100,100,0.1,50,0.8,93,0.2,250,9.278,8.469,9.274,0.5889
100,100,0.1,50,0.8,93,0.25,250,9.568,8.356,9.555,0.5899
100,100,0.1,50,0.8,93,0.3,250,9.835,8.234,9.817,0.5899
100,100,0.1,50,0.8,93,0.35,250,10.097,8.121,10.079,0.5889
100,100,0.1,50,0.8,93,0.4,250,10.37,8.022,10.345,0.5899
100,100,0.1,50,0.8,93,0.45,250,10.64,7.936,10.617,0.5889
100,100,0.1,50,0.8,93,0.5,250,10.927,7.861,10.895,0.589
100,100,0.1,50,0.8,93,0.55,250,11.223,7.796,11.178,0.591
100,100,0.1,50,0.8,93,0.6,250,11.541,7.739,11.466,0.5989
100,100,0.1,50,0.9,93,0.2,250,9.872,8.927,9.864,0.5889
100,100,0.1,50,0.9,93,0.25,250,10.096,8.717,10.082,0.589
100,100,0.1,50,0.9,93,0.3,250,10.321,8.527,10.304,0.5889
100,100,0.1,50,0.9,93,0.35,250,10.564,8.365,10.541,0.589
100,100,0.1,50,0.9,93,0.4,250,10.816,8.229,10.793,0.5889
100,100,0.1,50,0.9,93,0.45,250,11.083,8.115,11.057,0.5889
100,100,0.1,50,0.9,93,0.5,250,11.367,8.017,11.333,0.589
100,100,0.1,50,0.9,93,0.55,250,11.676,7.934,11.617,0.591
100,100,0.1,50,0.9,93,0.6,250,12.008,7.862,11.909,0.5989
100,100,0.1,50,1.0,93,0.2,250,10.438,9.358,10.428,0.589
100,100,0.1,50,1.0,93,0.25,250,10.598,9.053,10.582,0.589
100,100,0.1,50,1.0,93,0.3,250,10.783,8.798,10.765,0.5889
100,100,0.1,50,1.0,93,0.35,250,11.0,8.589,10.977,0.5889
100,100,0.1,50,1.0,93,0.4,250,11.233,8.418,11.215,0.5889
100,100,0.1,50,1.0,93,0.45,250,11.508,8.277,11.472,0.5899
100,100,0.1,50,1.0,93,0.5,250,11.788,8.158,11.745,0.59
100,100,0.1,50,1.0,93,0.55,250,12.114,8.058,12.031,0.5989
100,100,0.1,50,1.0,93,0.6,250,12.441,7.972,12.326,0.5999
100,100,0.1,50,1.1,93,0.2,250,10.983,9.765,10.968,0.591
100,100,0.1,50,1.1,93,0.25,250,11.075,9.368,11.06,0.5889
100,100,0.1,50,1.1,93,0.3,250,11.222,9.05,11.204,0.5889
100,100,0.1,50,1.1,93,0.35,250,11.422,8.797,11.392,0.59
100,100,0.1,50,1.1,93,0.4,250,11.641,8.593,11.616,0.5889
100,100,0.1,50,1.1,93,0.45,250,11.908,8.426,11.866,0.5909
100,100,0.1,50,1.1,93,0.5,250,12.205,8.288,12.136,0.591
100,100,0.1,50,1.1,93,0.55,250,12.532,8.171,12.423,0.599
100,100,0.1,50,1.1,93,0.6,250,12.865,8.072,12.722,0.601
100,100,0.1,50,1.2,93,0.2,250,11.503,10.152,11.489,0.5899
100,100,0.1,50,1.2,93,0.25,250,11.54,9.665,11.518,0.59
100,100,0.1,50,1.2,93,0.3,250,11.647,9.287,11.624,0.589
100,100,0.1,50,1.2,93,0.35,250,11.817,8.99,11.789,0.589
100,100,0.1,50,1.2,93,0.4,250,12.029,8.755,11.998,0.5889
100,100,0.1,50,1.2,93,0.45,250,12.294,8.564,12.241,0.591
100,100,0.1,50,1.2,93,0.5,250,12.589,8.407,12.509,0.5989
100,100,0.1,50,1.2,93,0.55,250,12.921,8.275,12.796,0.6
100,100,0.1,50,1.2,93,0.6,250,13.259,8.164,13.098,0.601
100,100,0.1,50,1.3,93,0.2,250,12.008,10.523,11.993,0.589
100,100,0.1,50,1.3,93,0.25,250,11.982,9.948,11.96,0.5899
100,100,0.1,50,1.3,93,0.3,250,12.055,9.51,12.027,0.5899
100,100,0.1,50,1.3,93,0.35,250,12.196,9.172,12.169,0.5889
100,100,0.1,50,1.3,93,0.4,250,12.405,8.906,12.366,0.59
100,100,0.1,50,1.3,93,0.45,250,12.659,8.693,12.601,0.591
100,100,0.1,50,1.3,93,0.5,250,12.962,8.518,12.866,0.5989
100,100,0.1,50,1.3,93,0.55,250,13.301,8.372,13.154,0.601
100,100,0.1,50,1.3,93,0.6,250,13.638,8.249,13.458,0.601
100,100,0.1,50,1.4,93,0.2,250,12.498,10.879,12.482,0.589
100,100,0.1,50,1.4,93,0.25,250,12.413,10.217,12.387,0.59
100,100,0.1,50,1.4,93,0.3,250,12.445,9.722,12.417,0.589
100,100,0.1,50,1.4,93,0.35,250,12.565,9.344,12.536,0.5889
100,100,0.1,50,1.4,93,0.4,250,12.761,9.049,12.719,0.59
100,100,0.1,50,1.4,93,0.45,250,13.023,8.813,12.947,0.591
100,100,0.1,50,1.4,93,0.5,250,13.329,8.621,13.21,0.599
100,100,0.1,50,1.4,93,0.55,250,13.66,8.462,13.497,0.601
100,100,0.1,50,1.4,93,0.6,250,14.012,8.328,13.804,0.6089
100,100,0.1,50,1.5,93,0.2,250,12.972,11.221,12.959,0.5889
100,100,0.1,50,1.5,93,0.25,250,12.828,10.474,12.802,0.5899
100,100,0.1,50,1.5,93,0.3,250,12.824,9.923,12.795,0.589
100,100,0.1,50,1.5,93,0.35,250,12.92,9.507,12.891,0.5889
100,100,0.1,50,1.5,93,0.4,250,13.108,9.184,13.06,0.5909
100,100,0.1,50,1.5,93,0.45,250,13.372,8.927,13.281,0.5989
100,100,0.1,50,1.5,93,0.5,250,13.682,8.719,13.54,0.601
100,100,0.1,50,1.5,93,0.55,250,14.015,8.546,13.828,0.6089
100,100,0.1,50,1.5,93,0.6,250,14.384,8.401,14.137,0.61
100,100,0.1,50,1.6,93,0.2,250,13.436,11.552,13.423,0.5889
100,100,0.1,50,1.6,93,0.25,250,13.237,10.722,13.206,0.591
100,100,0.1,50,1.6,93,0.3,250,13.195,10.116,13.161,0.59
100,100,0.1,50,1.6,93,0.35,250,13.27,9.662,13.235,0.589
100,100,0.1,50,1.6,93,0.4,250,13.451,9.312,13.39,0.591
100,100,0.1,50,1.6,93,0.45,250,13.71,9.035,13.604,0.5989
100,100,0.1,50,1.6,93,0.5,250,14.025,8.81,13.86,0.601
100,100,0.1,50,1.6,93,0.55,250,14.355,8.625,14.147,0.6089
100,100,0.1,50,1.6,93,0.6,250,14.743,8.471,14.459,0.611
100,100,0.1,50,1.7,93,0.2,250,13.892,11.872,13.877,0.5889
100,100,0.1,50,1.7,93,0.25,250,13.632,10.96,13.599,0.591
100,100,0.1,50,1.7,93,0.3,250,13.551,10.301,13.517,0.5899
100,100,0.1,50,1.7,93,0.35,250,13.612,9.811,13.568,0.59
100,100,0.1,50,1.7,93,0.4,250,13.782,9.434,13.711,0.591
100,100,0.1,50,1.7,93,0.45,250,14.039,9.137,13.917,0.599
100,100,0.1,50,1.7,93,0.5,250,14.345,8.897,14.17,0.601
100,100,0.1,50,1.7,93,0.55,250,14.687,8.7,14.457,0.6089
100,100,0.1,50,1.7,93,0.6,250,15.077,8.536,14.77,0.611
100,100,0.1,50,1.8,93,0.2,250,14.333,12.183,14.322,0.5889
100,100,0.1,50,1.8,93,0.25,250,14.012,11.189,13.982,0.5899
100,100,0.1,50,1.8,93,0.3,250,13.901,10.479,13.864,0.5899
100,100,0.1,50,1.8,93,0.35,250,13.948,9.952,13.893,0.591
100,100,0.1,50,1.8,93,0.4,250,14.11,9.55,14.022,0.5989
100,100,0.1,50,1.8,93,0.45,250,14.358,9.234,14.221,0.6
100,100,0.1,50,1.8,93,0.5,250,14.661,8.98,14.47,0.6089
100,100,0.1,50,1.8,93,0.55,250,15.012,8.771,14.757,0.61
100,100,0.1,50,1.8,93,0.6,250,15.417,8.597,15.071,0.611
100,100,0.1,50,1.9,93,0.2,250,14.77,12.485,14.757,0.5889
100,100,0.1,50,1.9,93,0.25,250,14.385,11.412,14.357,0.5889
100,100,0.1,50,1.9,93,0.3,250,14.244,10.65,14.203,0.59
100,100,0.1,50,1.9,93,0.35,250,14.273,10.089,14.21,0.591
100,100,0.1,50,1.9,93,0.4,250,14.426,9.662,14.326,0.5989
100,100,0.1,50,1.9,93,0.45,250,14.664,9.327,14.517,0.601
100,100,0.1,50,1.9,93,0.5,250,14.969,9.058,14.763,0.6089
100,100,0.1,50,1.9,93,0.55,250,15.329,8.839,15.048,0.611
100,100,0.1,50,1.9,93,0.6,250,15.732,8.656,15.364,0.611
100,100,0.1,50,2.0,93,0.2,250,15.198,12.779,15.185,0.5889
100,100,0.1,50,2.0,93,0.25,250,14.755,11.627,14.725,0.589
100,100,0.1,50,2.0,93,0.3,250,14.574,10.815,14.534,0.5899
100,100,0.1,50,2.0,93,0.35,250,14.581,10.22,14.519,0.591
